id,Minorista,Minorista_ID,Fecha_Venta,Region,Estado,Ciudad,Producto,Precio_por_Unidad,Unidades_Vendidas,Total_Ventas,Ganancia_Operativa,Metodo_Venta
8367,Decathlon,1128299,2024-06-15,Caribe,San Andrés,Providencia,Calzado urbano para hombre,342900.0,425,7225000,1406378.85,Outlet
8368,Decathlon,1128299,2024-06-15,Caribe,San Andrés,Providencia,Calzado deportivo para hombre,428600.0,425,9031250,1456860.53,Outlet
8369,Decathlon,1128299,2024-06-15,Caribe,San Andrés,Providencia,Calzado urbano para mujer,428600.0,425,9031250,1649131.96,Outlet
8370,Decathlon,,2024-07-16,Caribe,San Andrés,Providencia,Calzado deportivo para hombre,428600.0,425,9031250,1526953.24,Outlet
8371,Decathlon,1128299,2024-07-16,Caribe,San Andrés,Providencia,Calzado urbano para mujer,428600.0,425,9031250,2326120.35,Outlet
8372,Decathlon,1128299,2024-08-12,Caribe,Atlántico,Barranquilla,Calzado urbano para mujer,557100.0,425,11740625,2237695.95,Outlet
8373,Éxito,1128299,2024-10-14,Caribe,Atlántico,Barranquilla,Calzado deportivo para hombre,557100.0,425,11740625,2938454.18,Outlet
8374,Éxito,1128299,2024-10-14,Caribe,Atlántico,Barranquilla,Calzado urbano para mujer,557100.0,425,11740625,2343683.07,Outlet
8375,Plaza Sport,,2024-08-04,Andina,Cundinamarca,Chía,Calzado deportivo para mujer,342900.0,425,7225000,1497494.05,In-store
8376,Falabella,1185732,2024-07-11,Amazonía,Amazonas,Leticia,Calzado deportivo para mujer,300000.0,425,6321875,1121899.44,In-store
8377,Falabella,,2024-09-07,Amazonía,Amazonas,Leticia,Calzado deportivo para mujer,300000.0,425,6321875,1425700.31,In-store
8378,Falabella,1185732,2024-09-07,Amazonía,Amazonas,Leticia,Ropa de hombre,428600.0,425,9031250,2033870.74,In-store
8379,Nike Store,1128299,2025-01-20,Andina,Cundinamarca,Facatativá,Calzado deportivo para mujer,600000.0,425,12643750,2395518.33,In-store
8380,Nike Store,1128299,2025-01-20,Andina,Cundinamarca,Facatativá,Ropa de hombre,600000.0,425,12643750,2929584.6,In-store
8381,Nike Store,1128299,2025-04-22,Andina,Cundinamarca,Facatativá,Ropa de hombre,642900.0,425,13546875,2981979.17,In-store
8382,Decathlon,1185732,2024-09-12,Andina,Boyacá,Tunja,Calzado deportivo para hombre,342900.0,425,7225000,1846049.44,In-store
8383,Decathlon,1185732,2025-03-15,Andina,Boyacá,Tunja,Calzado urbano para mujer,342900.0,425,7225000,1785830.55,In-store
8384,Nike Store,1185732,2024-06-16,Andina,Boyacá,Tunja,Calzado deportivo para hombre,257100.0,425,5418750,1134378.35,In-store
8385,Nike Store,,2024-06-16,Andina,Boyacá,Tunja,Ropa de mujer,257100.0,425,5418750,840960.54,In-store
8386,Nike Store,1185732,2024-12-13,Andina,Santander,Bucaramanga,Calzado urbano para mujer,257100.0,425,5418750,1180980.16,In-store
8387,Plaza Sport,1185732,2024-12-06,Andina,Tolima,Honda,Calzado deportivo para mujer,214300.0,425,4515625,1147568.07,In-store
8388,Plaza Sport,1185732,2024-12-06,Andina,Tolima,Honda,Ropa de hombre,300000.0,425,6321875,1560452.2,In-store
8389,Plaza Sport,1128299,2025-01-20,Pacífica,Chocó,Quibdó,Calzado deportivo para mujer,600000.0,425,12643750,2677575.29,In-store
8390,Plaza Sport,1128299,2025-01-20,Pacífica,Chocó,Quibdó,Ropa de hombre,600000.0,425,12643750,2128600.76,In-store
8391,Plaza Sport,1128299,2025-04-22,Pacífica,Chocó,Quibdó,Ropa de hombre,642900.0,425,13546875,2254851.42,In-store
8392,Nike Store,1197831,2024-07-03,Caribe,Bolívar,Cartagena,Calzado urbano para mujer,300000.0,425,6321875,1120137.61,Online
8393,Decathlon,1197831,2025-04-03,Amazonía,Caquetá,Florencia,Ropa de hombre,471400.0,425,9934375,2350251.91,Online
8394,Nike Store,1128299,2024-06-21,Amazonía,Caquetá,Florencia,Calzado urbano para hombre,257100.0,425,5418750,928424.08,Online
8395,Nike Store,1128299,2024-06-21,Amazonía,Caquetá,Florencia,Calzado deportivo para hombre,342900.0,425,7225000,1567421.57,Online
8396,Nike Store,1128299,2024-06-21,Amazonía,Caquetá,Florencia,Calzado urbano para mujer,342900.0,425,7225000,1450161.53,Online
8397,Nike Store,1128299,2024-06-21,Amazonía,Caquetá,Florencia,Ropa de mujer,342900.0,425,7225000,1464792.98,Online
8398,Nike Store,,2024-12-18,Andina,Santander,Floridablanca,Ropa de hombre,471400.0,425,9934375,1505597.97,Online
8399,Nike Store,1128299,2024-12-18,Andina,Santander,Floridablanca,Ropa de mujer,600000.0,425,12643750,2775977.37,Online
8400,Nike Store,1128299,2025-02-20,Andina,Santander,Floridablanca,Calzado urbano para mujer,385700.0,425,8128125,1325725.78,Online
8401,Nike Store,1128299,2025-02-20,Andina,Santander,Floridablanca,Ropa de mujer,514300.0,425,10837500,2458569.39,Online
8402,Nike Store,1128299,2025-04-21,Andina,Santander,Floridablanca,Ropa de mujer,514300.0,425,10837500,1787943.85,Online
8403,Falabella,1128299,2025-05-20,Andina,Santander,Floridablanca,Calzado urbano para mujer,385700.0,425,8128125,1741977.08,Online
8404,Falabella,1128299,2025-05-20,Andina,Santander,Floridablanca,Calzado deportivo para mujer,385700.0,425,8128125,1679605.53,Online
8405,Falabella,1128299,2024-07-25,Andina,Santander,Floridablanca,Calzado deportivo para hombre,385700.0,425,8128125,1952877.68,Online
8406,Falabella,1128299,2024-07-25,Andina,Santander,Floridablanca,Calzado urbano para mujer,385700.0,425,8128125,1718165.6,Online
8407,Falabella,1128299,2024-10-23,Orinoquía,Arauca,Arauca,Calzado deportivo para hombre,514300.0,425,10837500,2017301.65,Online
8408,Falabella,1128299,2024-10-23,Orinoquía,Arauca,Arauca,Ropa de mujer,642900.0,425,13546875,3475432.36,Online
8409,Falabella,1128299,2024-11-22,Orinoquía,Arauca,Arauca,Calzado deportivo para mujer,471400.0,425,9934375,2427172.47,Online
8410,Falabella,1128299,2025-02-23,Orinoquía,Arauca,Arauca,Calzado deportivo para mujer,428600.0,425,9031250,1733612.44,Online
8411,Falabella,1128299,2025-02-23,Orinoquía,Arauca,Arauca,Ropa de hombre,514300.0,425,10837500,2024701.15,Online
8412,Falabella,1128299,2025-04-24,Orinoquía,Arauca,Arauca,Calzado deportivo para mujer,514300.0,425,10837500,2256876.01,Online
8413,Decathlon,1128299,2025-05-23,Orinoquía,Arauca,Arauca,Ropa de hombre,600000.0,425,12643750,2791281.06,Online
8414,Decathlon,1128299,2024-10-10,Andina,Cundinamarca,Soacha,Calzado urbano para mujer,471400.0,425,9934375,2176400.54,Online
8415,Decathlon,1128299,2024-12-08,Andina,Cundinamarca,Soacha,Calzado deportivo para mujer,428600.0,425,9031250,1563288.21,Online
8416,Decathlon,1128299,2025-01-09,Andina,Cundinamarca,Soacha,Ropa de mujer,600000.0,425,12643750,2127374.54,Online
8417,Decathlon,1128299,2025-04-11,Andina,Cundinamarca,Soacha,Calzado urbano para mujer,471400.0,425,9934375,1708535.52,Online
8418,Mercado Libre,1185732,2024-06-11,Caribe,Córdoba,Montería,Calzado deportivo para mujer,257100.0,425,5418750,1111634.0,Online
8419,Mercado Libre,1185732,2024-09-06,Andina,Risaralda,Pereira,Calzado deportivo para hombre,257100.0,425,5418750,1353509.64,Online
8420,Mercado Libre,1185732,2024-10-05,Andina,Risaralda,Pereira,Calzado deportivo para mujer,342900.0,425,7225000,1108861.63,Online
8421,Mercado Libre,1185732,2025-03-09,Andina,Risaralda,Pereira,Calzado urbano para mujer,257100.0,425,5418750,1073077.19,Online
8422,Mercado Libre,1185732,2024-12-17,Andina,Cundinamarca,Girardot,Ropa de mujer,471400.0,425,9934375,1586767.95,Online
8423,Mercado Libre,1185732,2025-04-20,Andina,Cundinamarca,Girardot,Calzado urbano para hombre,428600.0,425,9031250,1485945.71,Online
8424,Nike Store,1185732,2024-06-18,Andina,Cundinamarca,Girardot,Ropa de hombre,342900.0,425,7225000,1397993.7,Online
8425,Nike Store,1185732,2024-07-17,Andina,Cundinamarca,Girardot,Calzado deportivo para hombre,257100.0,425,5418750,1158899.1,Online
8426,Nike Store,1185732,2024-08-12,Caribe,Magdalena,Santa Marta,Ropa de mujer,214300.0,425,4515625,1033445.58,Online
8427,Nike Store,1185732,2024-10-12,Caribe,Magdalena,Santa Marta,Calzado urbano para mujer,300000.0,425,6321875,1534284.74,Online
8428,Decathlon,1185732,2025-04-15,Caribe,Magdalena,Santa Marta,Ropa de hombre,642900.0,425,13546875,2125411.14,Online
8429,Éxito,1197831,2024-10-15,Pacífica,Nariño,Pasto,Ropa de mujer,385700.0,425,8128125,1921340.51,Online
8430,Éxito,1197831,2024-11-17,Pacífica,Nariño,Pasto,Calzado deportivo para hombre,300000.0,425,6321875,1461804.21,Online
8431,Éxito,1197831,2024-12-15,Pacífica,Nariño,Pasto,Ropa de hombre,514300.0,425,10837500,2026638.34,Online
8432,Éxito,1197831,2025-02-15,Pacífica,Nariño,Pasto,Ropa de mujer,257100.0,425,5418750,1090920.77,Online
8433,Falabella,1197831,2025-05-17,Andina,Huila,Neiva,Calzado deportivo para hombre,514300.0,425,10837500,2011542.69,Online
8434,Falabella,1197831,2025-05-17,Andina,Huila,,Ropa de mujer,642900.0,425,13546875,2358204.86,Online
8435,Falabella,1197831,2024-12-08,Andina,Quindío,Armenia,Calzado deportivo para hombre,428600.0,425,9031250,1477138.66,Online
8436,Falabella,1197831,2025-01-09,Andina,Quindío,Armenia,Calzado deportivo para hombre,471400.0,425,9934375,2538836.98,Online
8437,Plaza Sport,1185732,2025-04-08,Orinoquía,Meta,Villavicencio,Calzado urbano para hombre,385700.0,425,8128125,1602283.17,In-store
8438,Plaza Sport,1185732,2024-11-13,Andina,Norte de Santander,Cúcuta,Calzado deportivo para hombre,342900.0,425,7225000,1292977.88,In-store
8439,Plaza Sport,1185732,2024-11-13,Andina,Norte de Santander,Cúcuta,Ropa de mujer,557100.0,425,11740625,1801124.47,In-store
8440,Plaza Sport,,2025-01-13,Andina,Norte de Santander,Cúcuta,Ropa de mujer,471400.0,425,9934375,1889233.27,In-store
8441,Plaza Sport,1185732,2025-03-15,Andina,Norte de Santander,Cúcuta,Calzado urbano para hombre,385700.0,425,8128125,1874572.11,In-store
8442,Nike Store,1185732,2024-06-22,Andina,Norte de Santander,Cúcuta,Calzado urbano para hombre,300000.0,425,6321875,1344190.87,In-store
8443,Plaza Sport,1185732,2024-09-17,Andina,Cundinamarca,Fusagasugá,Calzado urbano para hombre,300000.0,425,6321875,1398671.54,In-store
8444,Decathlon,1185732,2025-02-16,Andina,Cundinamarca,Fusagasugá,Calzado urbano para hombre,428600.0,425,9031250,1881568.0,In-store
8445,Nike Store,1185732,2024-12-09,Caribe,Atlántico,Puerto Colombia,Calzado deportivo para hombre,428600.0,425,9031250,2058845.94,In-store
8446,Nike Store,1185732,2025-01-10,Caribe,Atlántico,Puerto Colombia,Calzado deportivo para hombre,428600.0,425,9031250,2301400.72,In-store
8447,Falabella,1185732,2025-05-11,Caribe,Atlántico,Puerto Colombia,Ropa de mujer,600000.0,425,12643750,2784464.63,In-store
8448,Falabella,1185732,2025-03-06,Andina,Cundinamarca,Zipaquirá,Calzado urbano para hombre,471400.0,425,9934375,1854189.62,In-store
8449,Decathlon,1185732,2024-11-01,Caribe,San Andrés,San Andrés,Ropa de mujer,514300.0,425,10837500,2520209.66,In-store
8450,Nike Store,1185732,2025-04-02,Caribe,San Andrés,San Andrés,Calzado urbano para hombre,557100.0,425,11740625,2733159.45,In-store
8451,Nike Store,1185732,2024-06-08,Caribe,San Andrés,San Andrés,Calzado urbano para hombre,300000.0,425,6321875,1304451.84,In-store
8452,Nike Store,1185732,2024-09-03,Caribe,Sucre,Corozal,Calzado urbano para hombre,300000.0,425,6321875,1158874.22,In-store
8453,Nike Store,1185732,2025-02-02,Caribe,Sucre,Corozal,Calzado urbano para hombre,428600.0,425,9031250,2325915.16,In-store
8454,Decathlon,1185732,2024-12-09,Andina,Bogotá D.C.,Bogotá D.C.,Ropa de mujer,514300.0,425,10837500,2793566.45,In-store
8455,Mercado Libre,1185732,2024-12-06,Andina,Boyacá,Duitama,Calzado deportivo para hombre,471400.0,425,9934375,2545388.71,In-store
8456,Mercado Libre,1185732,2025-01-07,Andina,Boyacá,Duitama,Calzado deportivo para hombre,471400.0,425,9934375,2461698.37,In-store
8457,Mercado Libre,1185732,2025-05-08,Andina,Boyacá,Duitama,Ropa de mujer,642900.0,425,13546875,2849165.76,In-store
8458,Mercado Libre,1185732,2024-10-13,Andina,Caldas,Chinchiná,Ropa de mujer,600000.0,425,12643750,2000332.5,In-store
8459,Mercado Libre,1185732,2024-11-15,Andina,Caldas,Chinchiná,Calzado deportivo para hombre,514300.0,425,10837500,2493480.76,In-store
8460,Mercado Libre,1185732,2025-01-14,Andina,Caldas,Chinchiná,Ropa de mujer,600000.0,425,12643750,2475307.0,Outlet
8461,Nike Store,1185732,2025-05-15,Andina,Caldas,Chinchiná,Calzado deportivo para hombre,557100.0,425,11740625,2919059.33,Outlet
8462,Nike Store,1185732,2024-10-29,Andina,Tolima,Melgar,Calzado urbano para hombre,342900.0,420,7056000,1240623.16,Outlet
8463,Nike Store,1185732,2024-11-10,Andina,Tolima,Melgar,Calzado urbano para hombre,385700.0,420,7938000,1613315.34,Outlet
8464,Nike Store,1185732,2024-12-07,Andina,Antioquia,Medellín,Ropa de mujer,471400.0,400,8800000,2012751.74,Outlet
8465,Nike Store,1185732,2024-12-26,Andina,Antioquia,Medellín,Calzado urbano para hombre,514300.0,400,9600000,1573347.6,Outlet
8466,Decathlon,1197831,2025-01-22,Andina,Antioquia,Medellín,Calzado deportivo para mujer,300000.0,400,5600000,1138404.46,Outlet
8467,Decathlon,1197831,2025-03-06,Andina,Antioquia,Medellín,Ropa de hombre,342900.0,400,6400000,990473.18,Outlet
8468,Nike Store,1185732,2025-05-13,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para hombre,514300.0,400,9600000,2245897.38,Outlet
8469,Plaza Sport,1128299,2023-06-11,Caribe,Atlántico,Sabanalarga,Ropa de mujer,385700.0,400,7200000,1623268.2,Outlet
8470,Plaza Sport,1128299,2023-06-13,Caribe,Atlántico,Sabanalarga,Calzado deportivo para hombre,471400.0,400,8800000,1455754.56,Outlet
8471,Plaza Sport,1128299,2023-06-14,Caribe,Atlántico,Sabanalarga,Calzado urbano para mujer,471400.0,400,8800000,1942789.43,Outlet
8472,Plaza Sport,1128299,2023-06-20,Caribe,Atlántico,Sabanalarga,Calzado urbano para mujer,557100.0,400,10400000,2470807.76,Outlet
8473,Plaza Sport,1128299,2023-06-25,Caribe,Atlántico,Sabanalarga,Calzado deportivo para hombre,557100.0,400,10400000,1617967.26,Outlet
8474,Plaza Sport,1128299,2023-06-26,Caribe,Atlántico,Sabanalarga,Calzado urbano para mujer,557100.0,400,10400000,2549413.02,Outlet
8475,Plaza Sport,1128299,2023-07-17,Caribe,Atlántico,Sabanalarga,Ropa de mujer,685700.0,400,12800000,2162662.6,In-store
8476,Plaza Sport,,2023-07-21,Caribe,Atlántico,Sabanalarga,Calzado deportivo para mujer,514300.0,400,9600000,1722071.8,In-store
8477,Plaza Sport,1128299,2023-07-22,Caribe,Atlántico,Sabanalarga,Ropa de hombre,600000.0,400,11200000,2688429.54,In-store
8478,Plaza Sport,1128299,2023-08-03,Caribe,Atlántico,Sabanalarga,Calzado deportivo para mujer,514300.0,400,9600000,1747625.54,In-store
8479,Plaza Sport,1128299,2023-08-10,Caribe,Atlántico,Sabanalarga,Ropa de hombre,600000.0,400,11200000,1681193.74,In-store
8480,Plaza Sport,1128299,2023-08-23,Andina,Cundinamarca,Cajicá,Ropa de mujer,342900.0,400,6400000,1052159.61,In-store
8481,Plaza Sport,1128299,2023-08-25,Andina,Cundinamarca,Cajicá,Calzado deportivo para hombre,428600.0,400,8000000,1773439.6,In-store
8482,Plaza Sport,1128299,2023-08-26,Andina,Cundinamarca,Cajicá,Calzado urbano para mujer,471400.0,400,8800000,2157759.43,In-store
8483,Plaza Sport,1128299,2023-09-28,Andina,Cundinamarca,Cajicá,Ropa de mujer,685700.0,400,12800000,2444285.84,In-store
8484,Plaza Sport,1128299,2023-10-02,Andina,Cundinamarca,Cajicá,Calzado deportivo para mujer,557100.0,400,10400000,1863673.27,In-store
8485,Plaza Sport,1128299,2023-10-03,Andina,Cundinamarca,Cajicá,Ropa de hombre,642900.0,400,12000000,2077407.3,In-store
8486,Plaza Sport,1128299,2023-10-14,Andina,Cundinamarca,Cajicá,Calzado deportivo para mujer,557100.0,400,10400000,1851078.53,In-store
8487,Plaza Sport,1128299,2023-11-12,Pacífica,Nariño,Tumaco,Calzado urbano para mujer,642900.0,400,12000000,2647077.32,In-store
8488,Plaza Sport,,2023-11-17,Pacífica,Nariño,Tumaco,Calzado deportivo para hombre,557100.0,400,10400000,2069432.84,In-store
8489,Plaza Sport,1128299,2023-11-18,Pacífica,Nariño,Tumaco,Calzado urbano para mujer,557100.0,400,10400000,1904763.19,In-store
8490,Plaza Sport,1128299,2023-12-09,Pacífica,Nariño,Tumaco,Ropa de mujer,685700.0,400,12800000,2160636.91,In-store
8491,Plaza Sport,1128299,2023-12-13,Pacífica,Nariño,Tumaco,Calzado deportivo para mujer,600000.0,400,11200000,2850936.22,In-store
8492,Nike Store,1185732,2024-04-02,Andina,Antioquia,Envigado,Calzado urbano para hombre,342900.0,400,6400000,1128576.71,In-store
8493,Falabella,1189833,2024-06-12,Amazonía,Guainía,Inírida,Ropa de mujer,385700.0,400,7200000,1354009.88,Outlet
8494,Falabella,1189833,2024-06-15,Amazonía,Guainía,Inírida,Calzado urbano para mujer,385700.0,400,7200000,1089103.01,Outlet
8495,Falabella,1189833,2024-06-24,Amazonía,Guainía,Inírida,Ropa de mujer,514300.0,400,9600000,1460647.28,Outlet
8496,Falabella,1189833,2024-07-12,Amazonía,Guainía,Inírida,Ropa de mujer,514300.0,400,9600000,1506824.39,Outlet
8497,Falabella,1189833,2024-07-16,Amazonía,Guainía,Inírida,Calzado deportivo para mujer,385700.0,400,7200000,1284135.1,Outlet
8498,Falabella,1189833,2024-07-17,Amazonía,Guainía,Inírida,Ropa de hombre,471400.0,400,8800000,1415725.25,Outlet
8499,Falabella,1189833,2024-07-21,Amazonía,Guainía,Inírida,Calzado urbano para mujer,385700.0,400,7200000,1651198.01,Outlet
8500,Falabella,1189833,2024-07-24,Amazonía,Guainía,Inírida,Ropa de mujer,514300.0,400,9600000,1766704.15,Outlet
8501,Falabella,1189833,2024-08-04,Amazonía,Guainía,Inírida,Ropa de hombre,471400.0,400,8800000,1691001.35,Outlet
8502,Decathlon,1197831,2024-08-15,Andina,Tolima,Espinal,Calzado deportivo para mujer,300000.0,400,5600000,1448726.58,Outlet
8503,Decathlon,1197831,2024-08-27,Andina,Tolima,Espinal,Calzado deportivo para mujer,214300.0,400,4000000,948112.59,Outlet
8504,Decathlon,1197831,2024-09-26,Andina,Tolima,Espinal,Calzado deportivo para mujer,471400.0,400,8800000,2279527.46,Outlet
8505,Decathlon,1197831,2024-09-27,Andina,Tolima,Espinal,Ropa de hombre,428600.0,400,8000000,1712812.97,Outlet
8506,Nike Store,1185732,2024-11-16,Andina,Tolima,Melgar,Calzado urbano para hombre,342900.0,400,6400000,1621737.42,Outlet
8507,Nike Store,1185732,2024-12-04,Andina,Tolima,Melgar,Calzado urbano para hombre,342900.0,400,6400000,1629936.03,Outlet
8508,Decathlon,1197831,2025-01-14,Andina,Tolima,Ibagué,Ropa de mujer,300000.0,400,5600000,1417909.39,Outlet
8509,Decathlon,1197831,2025-01-25,Andina,Tolima,Ibagué,Ropa de hombre,428600.0,400,8000000,1935664.17,Outlet
8510,Mercado Libre,1185732,2025-03-17,Caribe,Guajira,Maicao,Calzado urbano para hombre,514300.0,400,9600000,1825879.58,Outlet
8511,Mercado Libre,1185732,2024-10-16,Amazonía,Vaupés,Mitú,Ropa de mujer,600000.0,400,11200000,2073174.77,Outlet
8512,Mercado Libre,1185732,2024-11-18,Amazonía,Vaupés,Mitú,Calzado deportivo para hombre,514300.0,400,9600000,1967396.02,Outlet
8513,Mercado Libre,1185732,2025-01-17,Amazonía,Vaupés,Mitú,Ropa de mujer,600000.0,400,11200000,2344952.52,Outlet
8514,Mercado Libre,1185732,2025-05-18,Amazonía,Vaupés,Mitú,Calzado deportivo para hombre,557100.0,400,10400000,1789242.5,Outlet
8515,Éxito,1128299,2025-04-08,Caribe,San Andrés,Providencia,Calzado deportivo para mujer,557100.0,400,10400000,1997844.81,Outlet
8516,Decathlon,1128299,2024-07-16,Caribe,Atlántico,Barranquilla,Ropa de mujer,428600.0,400,8000000,1474997.36,Outlet
8517,Decathlon,1128299,2024-08-12,Caribe,Atlántico,Barranquilla,Calzado deportivo para hombre,514300.0,400,9600000,1877490.89,Outlet
8518,Éxito,1128299,2024-09-13,Caribe,Atlántico,Barranquilla,Calzado urbano para mujer,600000.0,400,11200000,1845041.3,Outlet
8519,Éxito,1128299,2025-03-15,Caribe,Atlántico,Barranquilla,Calzado urbano para hombre,428600.0,400,8000000,1575706.02,In-store
8520,Éxito,1128299,2025-03-15,Caribe,Atlántico,Barranquilla,Calzado urbano para mujer,514300.0,400,9600000,2213844.25,In-store
8521,Éxito,1128299,2025-03-15,Caribe,Atlántico,Barranquilla,Ropa de mujer,600000.0,400,11200000,2152126.22,In-store
8522,Falabella,1185732,2024-08-06,Amazonía,Amazonas,Leticia,Calzado deportivo para mujer,300000.0,400,5600000,1282088.12,In-store
8523,Nike Store,1128299,2024-06-22,Amazonía,Amazonas,Leticia,Ropa de mujer,342900.0,400,6400000,1268858.64,In-store
8524,Nike Store,1128299,2024-11-20,Andina,Cundinamarca,Facatativá,Ropa de hombre,771400.0,400,14400000,2224265.67,In-store
