"id";"Minorista";"Minorista_ID";"Fecha_Venta";"Region";"Departamento";"Ciudad";"Producto";"Precio_por_Unidad";"Unidades_Vendidas";"Total_Ventas";"Ganancia_Operativa";"Metodo_Venta"
7354;"Nike Store";1128299;"2025-05-14";"Caribe";"Bolívar";"Cartagena";"Ropa de mujer";771400.0;625;35156250;7449763.24;"Online"
7355;"Nike Store";1197831;"2024-07-03";"Caribe";"Bolívar";"Cartagena";"Calzado urbano para hombre";214300.0;625;9765625.0;1621037.03;"Online"
7356;"Nike Store";1197831;"2024-08-02";"Amazonía";"Caquetá";"Florencia";"Calzado urbano para hombre";257100.0;625;11718750;1807708.96;"Online"
7357;"Nike Store";1197831;"2024-08-02";"Amazonía";"Caquetá";"Florencia";"Calzado deportivo para hombre";342900.0;625;15625000;3645415.39;"Online"
7358;"Decathlon";1197831;"2025-02-01";"Amazonía";"Caquetá";"Florencia";"Calzado deportivo para hombre";471400.0;625;21484375;4807331.6;"Online"
7359;"Decathlon";1197831;"2025-02-01";"Amazonía";"Caquetá";"Florencia";"Ropa de mujer";428600.0;625;19531250;3103074.62;"Online"
7360;"Decathlon";1197831;"2025-04-03";"Amazonía";"Caquetá";"Florencia";"Ropa de mujer";557100.0;625;25390625;4903153.22;"Online"
7361;"Nike Store";1128299;"2024-11-19";"Andina";"Santander";"Floridablanca";"Calzado urbano para hombre";428600.0;625;19531250;4470932.81;"Online"
7362;"Nike Store";1128299;"2025-01-19";"Andina";"Santander";"Floridablanca";"Calzado urbano para hombre";471400.0;625;21484375;4194445.93;"Online"
7363;"Nike Store";1128299;"2025-05-20";"Andina";"Santander";"Floridablanca";"Calzado urbano para hombre";385700.0;625;17578125;4384453.44;"Online"
7364;"Nike Store";1128299;"2025-05-20";"Andina";"Santander";"Floridablanca";"Calzado deportivo para hombre";428600.0;625;19531250;3543676.76;"Online"
7365;"Falabella";1128299;"2025-02-23";"Orinoquía";"Arauca";"Arauca";"Calzado urbano para hombre";428600.0;625;19531250;4470726.57;"Online"
7366;"Falabella";1128299;"2025-02-23";"Orinoquía";"Arauca";"Arauca";"Calzado deportivo para hombre";471400.0;625;21484375;4945644.13;"Online"
7367;"Decathlon";1128299;"2025-01-09";"Andina";"Cundinamarca";"Soacha";"Calzado deportivo para hombre";514300.0;625;23437500;4787875.15;"Online"
7368;"Nike Store";1185732;"2024-07-06";"Caribe";"Sucre";"Sincelejo";"Calzado deportivo para mujer";300000.0;625;13671875;2472170.39;"Online"
7369;"Nike Store";1185732;"2024-08-01";"Caribe";"Sucre";"Sincelejo";"Ropa de hombre";385700.0;625;17578125;4416679.91;"Online"
7370;"Nike Store";1185732;"2024-09-02";"Caribe";"Sucre";"Sincelejo";"Ropa de hombre";428600.0;625;19531250;4567094.73;"Online"
7371;"Decathlon";1185732;"2024-06-04";"Caribe";"Sucre";"Sincelejo";"Ropa de hombre";385700.0;625;17578125;2731574.12;"Online"
7372;"Decathlon";1185732;"2024-07-03";"Caribe";"Sucre";"Sincelejo";"Calzado deportivo para hombre";300000.0;625;13671875;3492826.86;"Online"
7373;"Decathlon";1185732;"2024-07-29";"Caribe";"Córdoba";"Montería";"Calzado urbano para mujer";171400.0;625;7812500.0;1728031.52;"Online"
7374;"Decathlon";1185732;"2024-07-29";"Caribe";"Córdoba";"Montería";"Ropa de mujer";257100.0;625;11718750;2220869.13;"Online"
7375;"Decathlon";1185732;"2024-09-28";"Caribe";"Córdoba";"Montería";"Calzado urbano para mujer";342900.0;625;15625000;3812605.16;"Online"
7376;"Decathlon";1185732;"2025-01-29";"Caribe";"Córdoba";"Montería";"Calzado urbano para mujer";257100.0;625;11718750;2009661.99;"Online"
7377;"Decathlon";1185732;"2025-04-01";"Caribe";"Córdoba";"Montería";"Ropa de hombre";642900.0;625;29296875;5725652.25;"Online"
7378;"Mercado Libre";1185732;"2025-05-07";"Andina";"Risaralda";"Pereira";"Calzado deportivo para hombre";557100.0;625;25390625;5146794.36;"Online"
7379;"Plaza Sport";1185732;"2025-05-07";"Andina";"Risaralda";"Pereira";"Ropa de mujer";685700.0;625;31250000;5225493.62;"Online"
7380;"Nike Store";1185732;"2024-11-14";"Caribe";"Magdalena";"Santa Marta";"Ropa de mujer";557100.0;625;25390625;4772559.81;"Online"
7381;"Éxito";1185732;"2025-01-13";"Caribe";"Magdalena";"Santa Marta";"Ropa de mujer";471400.0;625;21484375;3828081.2;"Online"
7382;"Decathlon";1185732;"2025-04-15";"Caribe";"Magdalena";"Santa Marta";"Calzado urbano para hombre";257100.0;625;11718750;2074249.26;"Online"
7383;"Plaza Sport";1197831;"2024-07-20";"Pacífica";"Nariño";"Pasto";"Calzado urbano para hombre";214300.0;625;9765625.0;1957750.79;"Online"
7384;"Falabella";1197831;"2025-05-17";"Andina";"Huila";"Neiva";"Calzado urbano para hombre";600000.0;625;27343750;5779391.34;"Online"
7385;"Falabella";1185732;"2024-12-02";"Andina";"Cundinamarca";"Zipaquirá";"Calzado urbano para hombre";428600.0;625;19531250;3816053.69;"In-store"
7386;"Decathlon";1185732;"2024-11-01";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado urbano para hombre";471400.0;625;21484375;4142788.08;"In-store"
7387;"Decathlon";1185732;"2024-12-31";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado urbano para hombre";471400.0;625;21484375;4898307.05;"In-store"
7388;"Nike Store";1185732;"2025-05-15";"Andina";"Caldas";"Chinchiná";"Calzado urbano para hombre";642900.0;625;29296875;5609935.03;"Outlet"
7389;"Nike Store";1185732;"2024-08-13";"Andina";"Santander";"Bucaramanga";"Calzado urbano para hombre";300000.0;620;13454000;3140797.69;"In-store"
7390;"Nike Store";1185732;"2024-10-15";"Andina";"Santander";"Bucaramanga";"Calzado urbano para hombre";342900.0;620;15376000;3425439.27;"In-store"
7391;"Decathlon";1197831;"2023-12-31";"Caribe";"Atlántico";"Soledad";"Calzado deportivo para mujer";342900.0;600;14400000;2211122.23;"Outlet"
7392;"Éxito";1197831;"2024-01-13";"Caribe";"Atlántico";"Soledad";"Ropa de hombre";385700.0;600;16200000;2744536.8;"Outlet"
7393;"Éxito";1197831;"2024-02-11";"Caribe";"Atlántico";"Soledad";"Calzado deportivo para mujer";428600.0;600;18000000;4255718.38;"Outlet"
7394;"Plaza Sport";1128299;"2024-05-20";"Pacífica";"Valle del Cauca";"Cali";"Calzado deportivo para mujer";514300.0;600;21600000;4188163.15;"Outlet"
7395;"Falabella";1189833;"2024-09-04";"Andina";"Antioquia";"Bello";"Calzado deportivo para hombre";428600.0;600;18000000;3963524.72;"Outlet"
7396;"Falabella";1189833;"2024-09-08";"Andina";"Antioquia";"Bello";"Ropa de mujer";557100.0;600;23400000;6067380.49;"Outlet"
7397;"Falabella";1189833;"2024-10-13";"Andina";"Antioquia";"Bello";"Ropa de hombre";514300.0;600;21600000;3366605.66;"Outlet"
7398;"Falabella";1189833;"2024-10-19";"Andina";"Antioquia";"Bello";"Ropa de hombre";514300.0;600;21600000;3919051.64;"Outlet"
7399;"Decathlon";1197831;"2025-01-30";"Andina";"Antioquia";"Medellín";"Ropa de mujer";257100.0;600;10800000;1939720.65;"Outlet"
7400;"Decathlon";1197831;"2025-02-09";"Andina";"Antioquia";"Medellín";"Calzado deportivo para mujer";385700.0;600;16200000;3300038.74;"Outlet"
7401;"Plaza Sport";1128299;"2023-07-05";"Caribe";"Atlántico";"Sabanalarga";"Ropa de mujer";685700.0;600;28800000;6327912.6;"Outlet"
7402;"Plaza Sport";1128299;"2023-07-07";"Caribe";"Atlántico";"Sabanalarga";"Calzado deportivo para hombre";557100.0;600;23400000;5322977.14;"Outlet"
7403;"Plaza Sport";1128299;"2023-07-18";"Caribe";"Atlántico";"Sabanalarga";"Calzado urbano para hombre";514300.0;600;21600000;4713783.53;"In-store"
7404;"Plaza Sport";1128299;"2023-07-19";"Caribe";"Atlántico";"Sabanalarga";"Calzado deportivo para hombre";557100.0;600;23400000;6054062.75;"In-store"
7405;"Plaza Sport";1128299;"2023-09-29";"Andina";"Cundinamarca";"Cajicá";"Calzado urbano para hombre";557100.0;600;23400000;3718517.36;"In-store"
7406;"Plaza Sport";1128299;"2023-09-30";"Andina";"Cundinamarca";"Cajicá";"Calzado deportivo para hombre";600000.0;600;25200000;4999506.24;"In-store"
7407;"Plaza Sport";1128299;"2023-12-10";"Pacífica";"Nariño";"Tumaco";"Calzado urbano para hombre";600000.0;600;25200000;6431859.82;"In-store"
7408;"Plaza Sport";1128299;"2023-12-11";"Pacífica";"Nariño";"Tumaco";"Calzado deportivo para hombre";642900.0;600;27000000;5426550.48;"In-store"
7409;"Plaza Sport";1128299;"2023-12-22";"Pacífica";"Nariño";"Tumaco";"Calzado urbano para hombre";514300.0;600;21600000;4303133.87;"In-store"
7410;"Falabella";1189833;"2024-06-30";"Amazonía";"Guainía";"Inírida";"Ropa de mujer";514300.0;600;21600000;5251948.29;"Outlet"
7411;"Falabella";1189833;"2024-07-02";"Amazonía";"Guainía";"Inírida";"Calzado deportivo para hombre";385700.0;600;16200000;4018754.93;"Outlet"
7412;"Falabella";1189833;"2024-07-13";"Amazonía";"Guainía";"Inírida";"Calzado urbano para hombre";385700.0;600;16200000;4064891.07;"Outlet"
7413;"Falabella";1189833;"2024-07-14";"Amazonía";"Guainía";"Inírida";"Calzado deportivo para hombre";428600.0;600;18000000;4506878.47;"Outlet"
7414;"Decathlon";1197831;"2024-09-01";"Andina";"Tolima";"Espinal";"Calzado urbano para mujer";171400.0;600;7200000.0;1721902.2;"Outlet"
7415;"Decathlon";1197831;"2024-09-08";"Andina";"Tolima";"Espinal";"Calzado deportivo para mujer";342900.0;600;14400000;2658513.7;"Outlet"
7416;"Decathlon";1197831;"2024-10-07";"Andina";"Tolima";"Espinal";"Calzado urbano para mujer";471400.0;600;19800000;3279588.64;"Outlet"
7417;"Decathlon";1197831;"2025-01-04";"Andina";"Tolima";"Ibagué";"Calzado deportivo para hombre";300000.0;600;12600000;2952456.33;"Outlet"
7418;"Decathlon";1197831;"2025-01-30";"Andina";"Tolima";"Ibagué";"Calzado deportivo para mujer";385700.0;600;16200000;3154177.09;"Outlet"
7419;"Mercado Libre";1185732;"2025-05-18";"Amazonía";"Vaupés";"Mitú";"Calzado urbano para hombre";642900.0;600;27000000;6224732.75;"Outlet"
7420;"Nike Store";1128299;"2024-11-06";"Caribe";"San Andrés y Providencia";"Providencia";"Calzado deportivo para hombre";642900.0;600;27000000;5362778.4;"Outlet"
7421;"Nike Store";1128299;"2024-11-06";"Caribe";"San Andrés y Providencia";"Providencia";"Calzado urbano para mujer";642900.0;600;27000000;4089693.82;"Outlet"
7422;"Nike Store";1128299;"2024-12-05";"Caribe";"San Andrés y Providencia";"Providencia";"Calzado urbano para mujer";728600.0;600;30600000;7083485.2;"Outlet"
7423;"Nike Store";1128299;"2025-01-06";"Caribe";"San Andrés y Providencia";"Providencia";"Calzado urbano para mujer";600000.0;600;25200000;5620149.39;"Outlet"
7424;"Éxito";1128299;"2025-04-08";"Caribe";"San Andrés y Providencia";"Providencia";"Calzado deportivo para hombre";514300.0;600;21600000;3470033.0;"Outlet"
7425;"Éxito";1128299;"2024-12-12";"Caribe";"Atlántico";"Barranquilla";"Calzado deportivo para mujer";771400.0;600;32400000;6615528.51;"In-store"
7426;"Éxito";1128299;"2025-04-15";"Caribe";"Atlántico";"Barranquilla";"Ropa de mujer";771400.0;600;32400000;5474494.19;"In-store"
7427;"Plaza Sport";1128299;"2025-05-14";"Caribe";"Atlántico";"Barranquilla";"Calzado urbano para mujer";685700.0;600;28800000;5537676.01;"In-store"
7428;"Plaza Sport";1128299;"2025-05-14";"Caribe";"Atlántico";"Barranquilla";"Calzado deportivo para mujer";685700.0;600;28800000;5601728.99;"In-store"
7429;"Plaza Sport";1185732;"2024-07-09";"Caribe";"Atlántico";"Barranquilla";"Calzado urbano para mujer";300000.0;600;12600000;3095582.44;"In-store"
7430;"Plaza Sport";1185732;"2024-09-05";"Andina";"Cundinamarca";"Chía";"Ropa de mujer";385700.0;600;16200000;2671255.23;"In-store"
7431;"Plaza Sport";1185732;"2024-11-06";"Andina";"Cundinamarca";"Chía";"Calzado urbano para mujer";428600.0;600;18000000;2833524.99;"In-store"
7432;"Plaza Sport";1185732;"2024-12-04";"Andina";"Cundinamarca";"Chía";"Ropa de hombre";557100.0;600;23400000;5906473.2;"In-store"
7433;"Plaza Sport";1185732;"2025-04-07";"Andina";"Cundinamarca";"Chía";"Calzado deportivo para hombre";428600.0;600;18000000;3596629.71;"In-store"
7434;"Falabella";1185732;"2024-06-12";"Andina";"Cundinamarca";"Chía";"Calzado deportivo para hombre";342900.0;600;14400000;2906260.65;"In-store"
7435;"Falabella";1185732;"2024-06-12";"Andina";"Cundinamarca";"Chía";"Calzado urbano para mujer";257100.0;600;10800000;2804544.01;"In-store"
7436;"Falabella";1185732;"2024-06-12";"Andina";"Cundinamarca";"Chía";"Ropa de mujer";342900.0;600;14400000;3066178.18;"In-store"
7437;"Falabella";1185732;"2024-07-11";"Amazonía";"Amazonas";"Leticia";"Ropa de mujer";342900.0;600;14400000;3536714.91;"In-store"
7438;"Falabella";1185732;"2024-10-06";"Amazonía";"Amazonas";"Leticia";"Ropa de mujer";471400.0;600;19800000;4340930.07;"In-store"
7439;"Falabella";1185732;"2024-11-08";"Amazonía";"Amazonas";"Leticia";"Calzado deportivo para hombre";385700.0;600;16200000;3391937.53;"In-store"
7440;"Falabella";1185732;"2025-02-06";"Amazonía";"Amazonas";"Leticia";"Calzado deportivo para hombre";385700.0;600;16200000;3874677.54;"In-store"
7441;"Falabella";1185732;"2025-02-06";"Amazonía";"Amazonas";"Leticia";"Ropa de mujer";471400.0;600;19800000;3915480.75;"In-store"
7442;"Falabella";1185732;"2025-03-10";"Amazonía";"Amazonas";"Leticia";"Calzado deportivo para hombre";385700.0;600;16200000;3745843.24;"In-store"
7443;"Falabella";1185732;"2025-03-10";"Amazonía";"Amazonas";"Leticia";"Ropa de mujer";514300.0;600;21600000;4165987.71;"In-store"
7444;"Falabella";1185732;"2025-05-08";"Amazonía";"Amazonas";"Leticia";"Calzado deportivo para hombre";385700.0;600;16200000;3736924.24;"In-store"
7445;"Nike Store";1185732;"2025-05-08";"Amazonía";"Amazonas";"Leticia";"Ropa de mujer";514300.0;600;21600000;4422865.21;"In-store"
7446;"Nike Store";1128299;"2024-12-19";"Andina";"Cundinamarca";"Facatativá";"Ropa de hombre";771400.0;600;32400000;5889943.73;"In-store"
7447;"Decathlon";1185732;"2025-02-11";"Andina";"Boyacá";"Tunja";"Calzado deportivo para hombre";342900.0;600;14400000;3667033.48;"In-store"
7448;"Nike Store";1185732;"2025-05-13";"Andina";"Boyacá";"Tunja";"Calzado urbano para mujer";428600.0;600;18000000;4462386.43;"In-store"
7449;"Nike Store";1185732;"2024-11-14";"Andina";"Santander";"Bucaramanga";"Calzado urbano para hombre";300000.0;600;12600000;2716389.67;"In-store"
7450;"Nike Store";1185732;"2025-02-15";"Andina";"Santander";"Bucaramanga";"Calzado urbano para hombre";300000.0;600;12600000;2320936.88;"In-store"
7451;"Plaza Sport";1185732;"2024-12-06";"Andina";"Tolima";"Honda";"Ropa de mujer";342900.0;600;14400000;3373160.5;"In-store"
7452;"Plaza Sport";1128299;"2024-12-19";"Pacífica";"Chocó";"Quibdó";"Ropa de hombre";771400.0;600;32400000;8055685.47;"In-store"
7453;"Plaza Sport";1128299;"2024-12-12";"Caribe";"Bolívar";"Cartagena";"Calzado deportivo para mujer";771400.0;600;32400000;5521594.12;"Online"
7454;"Plaza Sport";1128299;"2025-04-15";"Caribe";"Bolívar";"Cartagena";"Ropa de mujer";728600.0;600;30600000;5391752.41;"Online"
7455;"Nike Store";1128299;"2025-05-14";"Caribe";"Bolívar";"Cartagena";"Calzado urbano para mujer";642900.0;600;27000000;5933157.75;"Online"
7456;"Nike Store";1128299;"2025-05-14";"Caribe";"Bolívar";"Cartagena";"Calzado deportivo para mujer";642900.0;600;27000000;5403503.05;"Online"
7457;"Nike Store";1197831;"2024-07-03";"Caribe";"Bolívar";"Cartagena";"Calzado deportivo para hombre";300000.0;600;12600000;2411752.98;"Online"
7458;"Plaza Sport";1197831;"2024-10-31";"Amazonía";"Caquetá";"Florencia";"Calzado urbano para mujer";428600.0;600;18000000;3719800.99;"Online"
7459;"Decathlon";1197831;"2025-04-03";"Amazonía";"Caquetá";"Florencia";"Calzado urbano para mujer";514300.0;600;21600000;4299504.95;"Online"
7460;"Falabella";1128299;"2024-11-22";"Orinoquía";"Arauca";"Arauca";"Ropa de mujer";642900.0;600;27000000;6082801.56;"Online"
7461;"Falabella";1128299;"2024-12-21";"Orinoquía";"Arauca";"Arauca";"Calzado deportivo para hombre";514300.0;600;21600000;3440691.46;"Online"
7462;"Falabella";1128299;"2025-04-24";"Orinoquía";"Arauca";"Arauca";"Calzado deportivo para hombre";557100.0;600;23400000;4459794.75;"Online"
7463;"Decathlon";1128299;"2025-02-10";"Andina";"Cundinamarca";"Soacha";"Calzado urbano para hombre";385700.0;600;16200000;3484195.34;"Online"
7464;"Decathlon";1128299;"2025-02-10";"Andina";"Cundinamarca";"Soacha";"Calzado deportivo para hombre";428600.0;600;18000000;4384806.8;"Online"
7465;"Nike Store";1185732;"2024-09-02";"Caribe";"Sucre";"Sincelejo";"Calzado deportivo para mujer";257100.0;600;10800000;2190029.75;"Online"
7466;"Decathlon";1185732;"2024-07-03";"Caribe";"Córdoba";"Montería";"Ropa de hombre";385700.0;600;16200000;3938244.83;"Online"
7467;"Decathlon";1185732;"2024-07-29";"Caribe";"Córdoba";"Montería";"Calzado deportivo para hombre";257100.0;600;10800000;2561393.56;"Online"
7468;"Decathlon";1185732;"2024-09-28";"Caribe";"Córdoba";"Montería";"Ropa de hombre";428600.0;600;18000000;3537463.59;"Online"
7469;"Decathlon";1185732;"2025-01-29";"Caribe";"Córdoba";"Montería";"Calzado deportivo para mujer";257100.0;600;10800000;2496210.13;"Online"
7470;"Decathlon";1185732;"2025-01-29";"Caribe";"Córdoba";"Montería";"Ropa de hombre";342900.0;600;14400000;2823488.29;"Online"
7471;"Mercado Libre";1185732;"2024-12-17";"Andina";"Cundinamarca";"Girardot";"Calzado urbano para hombre";428600.0;600;18000000;4445751.21;"Online"
7472;"Éxito";1185732;"2024-12-12";"Caribe";"Magdalena";"Santa Marta";"Calzado deportivo para hombre";471400.0;600;19800000;3300742.57;"Online"
7473;"Éxito";1185732;"2025-01-13";"Caribe";"Magdalena";"Santa Marta";"Calzado deportivo para hombre";471400.0;600;19800000;3218733.89;"Online"
7474;"Éxito";1197831;"2024-09-16";"Pacífica";"Nariño";"Pasto";"Calzado urbano para hombre";214300.0;600;9000000.0;1464291.74;"Online"
7475;"Éxito";1197831;"2024-12-15";"Pacífica";"Nariño";"Pasto";"Ropa de mujer";557100.0;600;23400000;4113917.99;"Online"
7476;"Éxito";1197831;"2025-03-19";"Pacífica";"Nariño";"Pasto";"Calzado urbano para hombre";257100.0;600;10800000;2602206.67;"Online"
7477;"Plaza Sport";1197831;"2024-11-17";"Andina";"Huila";"Neiva";"Calzado urbano para hombre";342900.0;600;14400000;2841118.98;"Online"
7478;"Falabella";1197831;"2024-07-13";"Andina";"Huila";"Neiva";"Calzado urbano para hombre";214300.0;600;9000000.0;2012980.17;"Online"
7479;"Nike Store";1197831;"2025-05-10";"Andina";"Quindío";"Armenia";"Calzado urbano para hombre";600000.0;600;25200000;3941847.88;"Online"
7480;"Plaza Sport";1185732;"2025-05-07";"Orinoquía";"Meta";"Villavicencio";"Calzado urbano para hombre";514300.0;600;21600000;3912176.59;"In-store"
7481;"Plaza Sport";1185732;"2024-11-13";"Andina";"Norte de Santander";"Cúcuta";"Calzado urbano para hombre";385700.0;600;16200000;2856527.06;"In-store"
7482;"Falabella";1185732;"2025-05-11";"Caribe";"Atlántico";"Puerto Colombia";"Calzado urbano para hombre";557100.0;600;23400000;4405899.4;"In-store"
7483;"Falabella";1185732;"2024-11-04";"Andina";"Cundinamarca";"Zipaquirá";"Calzado urbano para hombre";428600.0;600;18000000;2744010.12;"In-store"
7484;"Falabella";1185732;"2025-01-03";"Andina";"Cundinamarca";"Zipaquirá";"Calzado urbano para hombre";428600.0;600;18000000;2832590.51;"In-store"
7485;"Decathlon";1185732;"2024-12-09";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para hombre";471400.0;600;19800000;3554014.47;"In-store"
7486;"Mercado Libre";1185732;"2025-05-08";"Andina";"Boyacá";"Duitama";"Calzado urbano para hombre";600000.0;600;25200000;4167575.69;"In-store"
7487;"Mercado Libre";1185732;"2024-07-18";"Andina";"Boyacá";"Duitama";"Calzado urbano para hombre";428600.0;600;18000000;4471432.19;"In-store"
7488;"Decathlon";1185732;"2025-04-01";"Caribe";"Córdoba";"Montería";"Calzado urbano para mujer";342900.0;595;14161000;2208047.39;"Online"
7489;"Plaza Sport";1197831;"2024-10-15";"Andina";"Huila";"Neiva";"Calzado urbano para hombre";342900.0;595;14161000;3035891.77;"Online"
7490;"Plaza Sport";1185732;"2024-10-14";"Andina";"Norte de Santander";"Cúcuta";"Calzado urbano para hombre";514300.0;595;21241500;4973620.11;"In-store"
7491;"Mercado Libre";1185732;"2024-10-13";"Andina";"Caldas";"Chinchiná";"Calzado urbano para hombre";557100.0;595;23011625;3626168.7;"In-store"
7492;"Éxito";1197831;"2024-02-12";"Caribe";"Atlántico";"Soledad";"Ropa de hombre";385700.0;575;14878125;2312956.38;"Outlet"
